bank,rating,review,date,source
BOA,5,"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",2025-05-10,Google Play
CBE,1,"The not allowing the app while ""developer options"" is on needs to be fixed! Why the hell is an app telling me what to do with my own OS??? This is an unnecessary fix that needs to be fixed!!!",2025-01-01,Google Play
CBE,5,Nice,2025-02-02,Google Play
CBE,5,ممتاز,2024-10-23,Google Play
CBE,1,Can't update or syinc transactions,2022-05-22,Google Play
CBE,5,Good,2025-01-14,Google Play
CBE,5,Teaching 12 years,2025-01-06,Google Play
CBE,1,"Very weak and slow to sync and show the balance, pls improve it",2024-02-27,Google Play
CBE,3,It is an interesting app,2024-09-24,Google Play
CBE,5,Excellent,2024-10-21,Google Play
CBE,4,ወደ ሙባይል የተላከን ገንዘብ መመለሻ የለውም,2020-09-06,Google Play
CBE,4,Stops working while u want to use most of the tíme. Please fix the bugs.,2022-02-28,Google Play
Dashen,5,"Best, app is more accessible by wi_fi rather than mob data, since is better improve on it!!!!",2022-10-18,Google Play
CBE,1,its good app but the main problem of this app is When you change your phone or restore it you should go bank to instill the up again so imagin any time if you want change your phone you should go bank.thats to bad.,2022-03-25,Google Play
CBE,5,Amusing app,2024-04-24,Google Play
CBE,5,best app,2024-04-21,Google Play
CBE,5,Good,2025-02-10,Google Play
CBE,4,I like z app so much,2022-03-06,Google Play
CBE,1,The verfication doesnt sent me until now,2021-02-06,Google Play
CBE,5,Nice!,2025-05-30,Google Play
CBE,2,failed to give receipt or confirm payment,2024-09-23,Google Play
CBE,1,Horrible can't sync my account,2021-08-18,Google Play
CBE,5,good,2020-12-25,Google Play
CBE,3,I like it it's very nice app,2022-07-12,Google Play
BOA,1,"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",2024-07-23,Google Play
CBE,5,What a massive improvement from the previous version!,2020-08-17,Google Play
CBE,5,Optimal,2022-02-12,Google Play
CBE,5,Great,2025-02-14,Google Play
BOA,1,Very laggy un able to make transactions Fix it,2024-05-10,Google Play
CBE,2,The application for transaction any where and time important however on process transaction intruption after some minut deducted the amount so happened double payment . So please improved ! To transact reliable show correctly on time of transaction.,2023-07-29,Google Play
Dashen,5,What I like about Amole is it send otp for every transaction and make your transaction more secure. But it will be more secure if you make otp only via SMS.,2022-09-07,Google Play
CBE,3,Why does it take a day for the app to show a recent withdraw and deposit,2022-06-08,Google Play
CBE,5,Please add the feature used to get reset that will be printed as document after payment done via this app rather the customers uses screen shot.,2022-08-26,Google Play
CBE,1,"I am so disappointed because the application doesn't clearly show how many birr it will charge for every transaction rather than just deducted the money , as a user we should have the right to know the amount of money that is going to be deducted. It is a very deceptive tactic , it should be improved immediately.",2024-12-15,Google Play
CBE,5,Nice,2024-08-04,Google Play
CBE,1,not bad apk,2025-08-21,Google Play
CBE,5,trustful,2025-05-22,Google Play
Dashen,5,I m the one here in Dashen bank,2024-03-06,Google Play
CBE,5,👍,2024-05-09,Google Play
CBE,1,Worst app ever,2024-03-09,Google Play
CBE,4,Good system,2022-01-01,Google Play
BOA,1,Best version of boa apps,2024-03-02,Google Play
CBE,5,Its good,2021-01-17,Google Play
CBE,4,Ok,2023-11-20,Google Play
CBE,5,NICE,2015-12-17,Google Play
CBE,5,Use it,2024-01-27,Google Play
Dashen,5,It doesn't work,2024-02-09,Google Play
CBE,4,"It's very good and joyful app, keep it the momentum",2022-11-26,Google Play
CBE,5,CBE App is Excellent.,2022-11-14,Google Play
CBE,5,Hayye,2024-12-06,Google Play
CBE,2,"The previous version was better.if our wifi is weak this app is not working even by vpn.Learn from other banks,how to make simple and easy",2023-11-26,Google Play
BOA,1,The poorest mobile banking survice ever. Only error reports frequently,2024-07-16,Google Play
BOA,5,This new version of the app is really great. Loved it!,2024-01-15,Google Play
CBE,5,Nice app,2024-11-15,Google Play
CBE,5,ዳር ኑሮ ላለው ኣፍሪቻን ው,2025-10-12,Google Play
CBE,5,Good,2024-12-06,Google Play
CBE,5,Nice app,2024-02-07,Google Play
CBE,5,Excellent,2024-06-10,Google Play
CBE,1,tztz sesr,2024-04-18,Google Play
CBE,5,Thus app is so easy and very importance to us,2023-08-08,Google Play
CBE,1,Still you roll a same problem with the new updates. When we do mobile transfer after we write short Reason and finish it says Error by writing the amount to transfer and your commission. It do the same thing again and again. Finally the person who receive the money got three times...there is no such thing in other private banks. Only the giant Commercial Bank of Ethiopia have this problem always. Why why why ? Is it difficult for you to get solutions ?,2024-02-12,Google Play
CBE,5,Easy to use and not Complicated 👍,2025-09-15,Google Play
BOA,5,My attention is very important because it will be the most difficult time for me,2024-11-30,Google Play
CBE,5,Nac,2022-03-04,Google Play
CBE,2,This app is so strong💪,2024-10-07,Google Play
CBE,4,Good app but needs to add or update mini and long statements of account movement like EBIR APP,2023-10-17,Google Play
CBE,5,it's good app,2025-10-14,Google Play
BOA,3,Good,2024-04-19,Google Play
CBE,4,Amazing app👌,2023-11-09,Google Play
CBE,5,CBE is the best!,2022-05-19,Google Play
CBE,5,I love ❤️ 😍 💖 ❣️ 💕,2025-01-21,Google Play
CBE,5,Best app 🤙,2024-09-22,Google Play
CBE,3,"Nothing is working after the last update. Please fix it. With the previous version, when transfering money, it shows error message while the transfer is already made. It is causing unnecessary double transfers.",2023-10-12,Google Play
CBE,1,This app have no fingerprints unlock and have problem with safaricom topup,2024-05-13,Google Play
CBE,1,አፑ ምንም አይነት አፕዴት አልቀበል ብሎኝ የተወሰነ ምርጫዎች የሉትም። ለምሳሌ own telebirr....* የሚለው ምርጫ ባዶ ነው,2024-01-31,Google Play
CBE,1,Very bad app. Never use it.,2021-03-14,Google Play
CBE,5,I like it but can bring for us to link with PayPal please,2024-09-26,Google Play
CBE,1,they been freezing a transfered money till the time they chose chose it to be delivered bruh,2025-07-30,Google Play
Dashen,5,Nice,2024-04-18,Google Play
CBE,5,Clear and very easy,2021-12-02,Google Play
CBE,5,good app fast,2025-06-13,Google Play
CBE,5,Great version,2025-03-31,Google Play
CBE,1,It doesn't work smoothly,2024-03-18,Google Play
CBE,1,The time it takes for the customer service to solve issues is very impressively bad,2022-08-28,Google Play
CBE,5,Salax,2023-10-22,Google Play
CBE,5,Commercial bank of Ethiopia is the most preferable organised and technician and thinking observation to saving institution and also this institution is my first choose,2021-05-04,Google Play
CBE,5,I like this application and your Banking systems,2024-11-07,Google Play
CBE,5,Wana nachu serayen akelelachu yemechachu,2024-02-25,Google Play
CBE,1,Don't work properly!,2023-08-23,Google Play
Dashen,5,yarid dima,2025-04-17,Google Play
CBE,4,Very nice application,2014-09-21,Google Play
CBE,1,Recent transactions are all mixed up Rtgs doesn't show up for confirmation or in texts,2024-06-04,Google Play
CBE,1,App says phone is rooted while it's actually not after the update. Devs please fix this issue,2022-02-16,Google Play
CBE,5,I love sis app yeppp,2024-02-23,Google Play
CBE,5,Best mobile banking app in Ethiopian banking industry. Keep up CBE,2025-06-12,Google Play
Dashen,5,best,2024-11-27,Google Play
CBE,5,Good,2024-02-16,Google Play
BOA,1,"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",2024-07-25,Google Play
CBE,5,nice,2023-09-19,Google Play
CBE,5,Very good,2025-02-15,Google Play
CBE,1,it is not working well,2023-12-10,Google Play
CBE,4,Simple good app,2025-02-02,Google Play
CBE,5,Amazing,2023-09-01,Google Play
CBE,1,Especially important,2024-01-29,Google Play
CBE,5,Appreciated,2023-11-21,Google Play
CBE,5,No installed,2024-12-31,Google Play
CBE,5,very good app but the transaction and deposit day some times wrong!,2024-05-30,Google Play
CBE,5,🤙best,2025-01-28,Google Play
BOA,1,The worst App i have never seen like this before,2024-11-12,Google Play
CBE,4,Good,2024-08-06,Google Play
CBE,1,Worst update ever 👎 👎,2024-02-12,Google Play
CBE,4,Simple and easy to use.,2022-10-14,Google Play
BOA,1,Bad app vety bad.,2024-11-07,Google Play
CBE,3,Wow,2020-10-02,Google Play
CBE,2,Very buggy!,2025-02-14,Google Play
CBE,5,Bank,2021-10-12,Google Play
CBE,5,Short and precise,2017-04-13,Google Play
CBE,5,Excellent,2023-09-26,Google Play
CBE,4,Good,2021-01-03,Google Play
CBE,5,Aliyi,2025-01-02,Google Play
CBE,5,me,2019-01-12,Google Play
Dashen,5,"l am old customer of dashen bank, i started to use this app almost for five month, in those time i didn't saw any negative on this app, its interesting and you can pay and recieve payment easily. from ethiopian banks i give five star its always seek new technology than ever bank.",2024-01-31,Google Play
CBE,5,very good,2025-03-30,Google Play
CBE,5,Ir is nice try it,2021-08-08,Google Play
CBE,5,nice application to tract the money I have on commercial bank ethiopia,2024-03-09,Google Play
BOA,5,Good app boa,2024-06-06,Google Play
BOA,5,Very good app!!,2024-02-14,Google Play
Dashen,5,Good,2025-01-16,Google Play
CBE,3,Has a good service with a hope to improve. Much.,2021-04-04,Google Play
CBE,5,excellent,2025-07-21,Google Play
CBE,5,really,2024-11-27,Google Play
Dashen,5,Good,2024-02-03,Google Play
CBE,5,Like,2024-12-16,Google Play
CBE,5,It is well organized.,2025-09-08,Google Play
CBE,5,Very easy and clear to use.,2022-06-26,Google Play
CBE,5,Good but i cant rich verification key,2021-02-28,Google Play
CBE,1,"To transfer 10br to telebirr you charge 10br, not just for 10 birr, the same for 1 birr too. what a rubbish",2024-02-11,Google Play
CBE,5,Best app and simple to use,2023-01-04,Google Play
CBE,4,it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,2025-03-31,Google Play
CBE,5,CBE,2025-08-04,Google Play
CBE,5,Khaatimaa bareeddu nuuf kannee Qabrii teenya Caffee jannataa nuuf Godhee nuhaa gamma chiisu Rabbiin,2023-03-05,Google Play
CBE,5,I am interested in the application.,2022-03-10,Google Play
CBE,4,Sometimes there is a problem of synchronization.,2022-02-12,Google Play
CBE,1,Thank you for your service,2023-10-28,Google Play
CBE,2,This app is not worthy to be trusted with handling large amount of money. Becareful with this kind of badly developed app.,2024-01-05,Google Play
CBE,5,it is so nice,2025-04-24,Google Play
CBE,5,Easy to use !,2022-07-01,Google Play
CBE,5,This application is very useful and incredible especially by it's speed.,2024-05-31,Google Play
CBE,5,Hey,2016-09-08,Google Play
CBE,5,ጥሩነዉ።,2025-03-19,Google Play
CBE,1,It's not so much fast,2024-06-14,Google Play
CBE,2,"ohhhh🤦 you must upgrade transferring problem. most of time, when transfer from CBE mobile banking to tele birr account, always suspending for 3 to 5 days 🤔. please try to fix it 🙏",2025-08-14,Google Play
CBE,5,It seems good now.,2020-08-06,Google Play
CBE,5,በጣም ጥጡ,2023-10-13,Google Play
CBE,4,very good,2025-05-17,Google Play
CBE,5,money transfer,2014-11-19,Google Play
CBE,4,Great app.but appears on screen after finish using application.,2021-01-21,Google Play
CBE,5,Good,2024-12-15,Google Play
CBE,3,Good but sometimes it has network glitch,2024-02-21,Google Play
BOA,1,has issue after installation and i think it doesn't work with tecno common 30,2025-08-26,Google Play
CBE,2,አሪፋ ነዉ ነገር ግን Recent Transaction በጣም የቆየዉን ነዉ የሚያሳይ Evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ Transaction አያሳይም። Please አስተካክሉት,2025-08-15,Google Play
CBE,1,This app sometimes 🛑,2024-09-26,Google Play
CBE,5,Is good,2023-09-09,Google Play
CBE,5,oromosikorkreshn,2024-09-23,Google Play
CBE,5,Good,2024-02-17,Google Play
CBE,5,Good,2024-02-12,Google Play
CBE,5,Deserve 5 star,2024-12-20,Google Play
BOA,5,nice,2024-02-23,Google Play
CBE,5,Exceptional,2024-03-11,Google Play
CBE,5,nice,2025-04-26,Google Play
CBE,5,Fantastic,2024-02-23,Google Play
BOA,5,Ok,2024-10-04,Google Play
BOA,2,Best,2025-04-19,Google Play
